SNO,RANK,ARNO,NAME,SEX,NEETNO,COM,MARKS,COLLEGENAME,QUOTA,COLLEGETYPE,FEES,COURSE,Year
7,NULL,NULL,904433407,,NULL,UR,NULL,"GOVT. K.A.P.V MEDICAL COLLEGE, TRICHY",ALL INDIA,GOVT,13600,MBBS,2017
8,NULL,NULL,904803554,,NULL,UR,NULL,"GOVT. K.A.P.V MEDICAL COLLEGE, TRICHY",ALL INDIA,GOVT,13600,MBBS,2017
9,NULL,NULL,904419841,,NULL,UR,NULL,"GOVT. K.A.P.V MEDICAL COLLEGE, TRICHY",ALL INDIA,GOVT,13600,MBBS,2017
10,NULL,NULL,907831572,,NULL,ST,NULL,"GOVT. K.A.P.V MEDICAL COLLEGE, TRICHY",ALL INDIA,GOVT,13600,MBBS,2017
11,NULL,NULL,904621426,,NULL,OBC,NULL,"GOVT. K.A.P.V MEDICAL COLLEGE, TRICHY",ALL INDIA,GOVT,13600,MBBS,2017
12,NULL,NULL,904800647,,NULL,UR,NULL,"GOVT. K.A.P.V MEDICAL COLLEGE, TRICHY",ALL INDIA,GOVT,13600,MBBS,2017
13,NULL,NULL,904427706,,NULL,UR,NULL,"GOVT. K.A.P.V MEDICAL COLLEGE, TRICHY",ALL INDIA,GOVT,13600,MBBS,2017
14,NULL,NULL,907815344,,NULL,SC,NULL,"GOVT. K.A.P.V MEDICAL COLLEGE, TRICHY",ALL INDIA,GOVT,13600,MBBS,2017
15,NULL,NULL,904433365,,NULL,UR,NULL,"GOVT. K.A.P.V MEDICAL COLLEGE, TRICHY",ALL INDIA,GOVT,13600,MBBS,2017
1,677,4269,JAMES JOSHUVA T,M,80337736,BC,414,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
2,904,11984,FEROKIN,M,80003513,SC,392,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
3,918,15190,SURIYA KAMALI.P,F,80047883,OC,391,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
4,971,3901,BAVANA S,F,80969850,BC,387,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
5,1373,18824,SHERLIN A,F,80856977,BC,355,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
6,1374,11016,DIVYA BERNETT A,F,80020714,BC,355,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
7,1379,10705,ROSHINI.M.P,F,80091657,BC,355,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
8,1394,25065,VISHWA ANAND V,M,80940521,BC,354,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
9,1451,1053,KANI REVANTH M,M,80589832,BC,350,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
10,1460,4237,JASHWANTH M,M,80808188,BC,350,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
11,1470,3944,BALAVIGNESH B,M,80206104,BC,349,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
12,1491,963,MEGAMITHRA P,F,80609629,BC,348,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
13,1521,19708,PAVITHRA.J,F,80543597,BC,345,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
14,1536,14998,PRAHARSHAA.N,F,80926025,BC,344,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
15,1547,4857,HARINI.M,F,80364482,BC,344,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
16,1564,8677,SATHYA ARVINDH K R,M,80383088,BC,343,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
17,1567,16112,KARAN P,M,80793559,BC,343,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
18,1568,2433,NITHISH ARJUN R,M,80073791,BC,343,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
19,1600,13065,GRAHAM SAMUEL G,M,80248875,BC,341,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
20,1623,4047,KALAIVANI M,F,80547106,BC,340,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
21,1625,8034,MAHALAKSHIMI.V,F,80742035,BC,340,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
22,1630,4023,ABIJA BELLA MARY D,F,80884533,BC,339,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
23,1631,4809,AKSHAYA SAHANA V,F,80304908,BC,339,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
24,1635,25587,SHOBANA.J,F,80634235,BC,339,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
25,1660,4977,ABISHA.R,F,80531079,BC,338,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
26,1675,1255,NITHISH BHARATHWAJ S,M,80279844,BC,337,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
27,1684,12121,MITHESHA.A.C,F,80717058,BC,337,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
28,1686,1038,VIGNESH S M,M,80357090,BC,337,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
29,1702,4364,BEULIN SWEETY S K,F,80147401,BC,336,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
30,1721,11998,DEEPA LAKSHMI B,F,80394385,BC,336,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
31,1760,12060,SHREENIDHI N,F,80902850,BC,334,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
32,1779,2911,JENISHA LOURDU MARY M,F,80075871,BC,333,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
33,1785,11159,DEVADARSHINI V,F,80885738,BC,333,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
34,1817,4737,NAMRITHA.R,F,80208353,BC,332,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
35,1829,17048,MANSHA KAVEDI KANNAN,F,80464434,BC,331,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
36,1845,2268,KIRAN KAILASSH S,M,80133506,BC,330,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
37,1858,1790,SAI PRASAD S,M,80902256,BC,329,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
38,1859,9118,DHIVYA SRINITHI K,F,80448879,BC,329,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
39,1864,5336,NINIGAIL APHIA G R,F,80369580,BC,329,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
40,1873,7512,HANSI.B.H,F,80548557,BC,329,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
41,1874,6358,SIVANITHI.S,M,80111518,BC,329,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
42,1875,15867,AJITHKUMAR S,M,80899185,BC,328,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
43,1879,1947,SHARANYA M,F,80076169,BC,328,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
44,1883,15738,DARSHAN B,M,80803809,BC,328,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
45,1889,54184,REGI ARNOLD GNANAM,M,80087061,BC,328,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
46,1897,7813,RENUSRI V G,F,80967082,BC,327,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
47,1899,4268,PHILO SANDRA TILAK A,F,80189624,BC,327,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
48,1900,8000,PREETHIGA SRI.R,F,80248795,BC,327,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
49,1906,4215,JASPER MILLENNIAN.S,M,80019405,BC,327,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
50,1908,10889,ROHANN EMPRESS R,F,80096038,BC,327,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
51,1910,53246,NISHANTHI ANGELIN VARSHA,F,80079004,BC,327,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
52,1915,15443,ADARSHANA M A,F,80077696,BC,326,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
53,1918,6981,KARTHIKA SHRI P J,F,80984320,BC,326,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
54,1919,18192,JOANNA GNANASUNDARI,F,80755436,BC,326,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
55,1926,7973,SAKTHIRAM.S,M,80091967,BC,326,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
56,1927,50385,LAVANYA.M,F,80174321,BC,326,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
57,1928,17822,DHIYANESSH RAJA GURU SI,M,80804317,BC,326,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
58,1931,9920,JYOTHISH R S,M,80044555,BC,326,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
59,1943,4784,AISHI NEYA S J,F,80004233,BC,325,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
60,1947,54580,PRASHANTH J,M,80190265,BC,325,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
61,2205,5130,BENAZIR N,F,80029677,BCM,313,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
62,2341,9590,AASHIQ IBRAHIM K,M,80745971,BCM,308,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
63,2503,25741,MOHAMED DHARIG N,M,80238756,BCM,302,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
64,2532,20009,NASRIN BANU A,F,80713912,BCM,301,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
65,2558,20614,KATHEEJA SAMA H,F,80724633,BCM,300,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
66,2664,17085,FATHIMA SHIFA J,F,80967043,BCM,296,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
67,3179,7346,BHARAT VIGNESH K,M,80180287,MBC/DNC,279,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
68,3445,4098,MAGESHWARAN C,M,80656327,MBC/DNC,272,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
69,3495,6370,HARI RAM PRASADH M R,M,80357240,MBC/DNC,271,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
70,3535,12762,ROSARIO SNEHA L,F,80418653,MBC/DNC,270,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
71,3551,17682,JANISHA S,F,80310276,MBC/DNC,270,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
72,3574,9196,SATHYAPRAKASH S K,M,80985187,MBC/DNC,269,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
73,3649,6530,SURYA S P,M,80025331,MBC/DNC,267,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
74,3652,4147,ABINAYA M,F,80024257,MBC/DNC,267,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
75,3721,12561,MAGDALENE L,F,80166911,MBC/DNC,266,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
76,3723,984,SELVI A,F,80168340,MBC/DNC,266,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
77,3741,1035,PURUSHOTHAMAN V,M,80610143,MBC/DNC,265,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
78,3751,3925,BALAJIRHAGGAV S,M,80311861,MBC/DNC,265,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
79,3756,1020,SELVAMEDHA V,F,80015837,MBC/DNC,265,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
80,3775,2922,RAJARAM S,M,80131826,MBC/DNC,264,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
81,3781,13126,ROHITH VINIVARDHAN S,M,80222116,MBC/DNC,264,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
82,3831,11048,PRATHEESH KUMAR M,M,80815963,MBC/DNC,263,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
83,3843,52021,SELVA KUMARAN T,M,80004046,MBC/DNC,263,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
84,3858,14356,PAVITHRA P,F,80829779,MBC/DNC,262,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
85,3870,708,SRIRAM PRIYA T,F,80027287,MBC/DNC,262,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
86,3871,21308,RAGAVAN S,M,80548524,MBC/DNC,262,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
87,3873,15012,HARISH R,M,80516437,MBC/DNC,262,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
88,3876,201,AASHISHWAR SARAVANA,M,80213223,MBC/DNC,262,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
89,3975,15032,PRASANNA P,M,80044167,MBC/DNC,260,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
90,3979,8454,MUPPALARASI G,F,80310117,MBC/DNC,260,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
91,4029,17145,SARAVANAN S,M,80981107,MBC/DNC,258,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
92,4040,8533,PAVITHIRA I,F,80152146,MBC/DNC,258,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
93,4053,10990,SURYASREE R,F,80539427,MBC/DNC,258,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
94,4074,9838,KARTHIK M,M,80980377,MBC/DNC,258,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
95,4080,4113,SIBI M M,M,80584637,MBC/DNC,257,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
96,4119,14606,ARUN KUMAR M,M,80115033,MBC/DNC,257,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
97,4235,719,RAMYA A,F,80049684,MBC/DNC,254,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
98,4374,15005,THARUN V,M,80161467,MBC/DNC,252,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
99,4431,6201,LEKHA SREE B M,F,80490224,MBC/DNC,250,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
100,4439,17590,DAYANAND.R,M,80689737,MBC/DNC,250,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
101,4753,316,DHINU PRASHITHA M,F,80117513,SC,244,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
102,5377,11983,AAKASH GAUTHAM B,M,80066153,SC,233,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
103,5556,1893,SANGEETHA PREETHA K,F,80356366,SC,231,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
104,5558,1643,SIVARANJANI S,F,80547856,SC,231,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
105,NULL,16548,AKASHKUMAR.D,M,80740125,SC,227,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
106,5789,12360,SANGEETHA M,F,80569974,SCA,227,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
107,5831,379,SANTHOSH S,M,80016222,SC,226,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
108,5987,23549,SUSMA J,F,80407072,SC,224,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
109,6116,387,PRATHISHA M,F,80271529,SC,222,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
110,6265,4064,SELVA R,M,80278460,SC,220,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
111,6500,14516,KISHORE KUMAR M,M,80579656,SC,217,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
112,6529,10944,KANAGAMANI M,F,80485244,SC,217,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
113,6544,4141,SHARULATHAA P K,F,80910930,SC,216,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
114,6662,3169,BHUVANESWARAN K,M,80291398,SC,215,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
115,6720,11572,SURIYAPRAKASH C,M,80028807,SC,215,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
116,6769,12791,SHARU NIVETHITHA M A,F,80848411,SC,214,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
117,6794,2063,THARMAVASANTHAKUMAR M,M,80257635,SC,214,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
118,6807,15562,HARIHARAN G,M,81043571,SC,214,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
119,6836,2541,SHRIDURGA R D,F,80096545,SC,213,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
120,6843,23188,ANJALI E,F,80703577,SC,213,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
121,6844,21953,S.BABY.SHALINI.SELVAKUMA,F,80843215,SC,213,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
122,6850,8519,SUVETHA R,F,81078030,SC,213,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
123,6933,10549,DEEPAK RAJ P,M,80207636,SC,212,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
124,6948,14662,SANJU.T,M,80681596,SC,212,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
125,6987,11614,M INDUMITHRA,F,80357331,SC,211,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
126,8793,17130,MANOJ KUMAR S,M,80864809,SCA,193,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
127,11197,17969,RAMYA K,F,81077932,SCA,175,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
128,11735,7725,JEEVAN S D K,M,80120390,ST,171,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",GOVT,GOVT,0,MBBS,2017
1,6143,NULL,904623655,,NULL,UR,570,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
2,6194,NULL,904417393,,NULL,UR,570,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
3,6300,NULL,904412253,,NULL,UR,569,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
4,6344,NULL,904801624,,NULL,UR,569,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
5,6447,NULL,904701719,,NULL,UR,568,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
6,6488,NULL,904629837,,NULL,UR,568,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
7,6522,NULL,904430825,,NULL,UR,568,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
8,6571,NULL,904424826,,NULL,UR,568,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
9,6616,NULL,904619007,,NULL,UR,567,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
10,6620,NULL,904414905,,NULL,UR,567,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
11,6641,NULL,904603229,,NULL,UR,567,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
12,6719,NULL,904628038,,NULL,UR,567,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
13,6748,NULL,904806282,,NULL,UR,566,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
14,6763,NULL,904409503,,NULL,UR,566,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
15,6769,NULL,904808702,,NULL,UR,566,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
16,6833,NULL,904707941,,NULL,UR,566,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
17,6834,NULL,904500736,,NULL,UR,566,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
18,52055,NULL,907833414,,NULL,SC,431,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
19,52631,NULL,907813477,,NULL,SC,430,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
20,71475,NULL,907834236,,NULL,ST,397,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
21,75444,NULL,903000558,,NULL,ST,391,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
22,477920,NULL,908701776,,NULL,UR (PH),132,"THOOTHUKUDI MEDICAL COLLEGE, THOOTHUKUDI",ALL INDIA,GOVT,0,MBBS,2017
1,214,11879,SENTHIL MANIKANDAN.M,M,80113430,BC,496,"KANYAKUMARI MEDICAL COLLEGE, KANYAKUMARI",GOVT,GOVT,0,MBBS,2017
2,302,17750,JENIKAR.J,M,80861949,BC,475,"KANYAKUMARI MEDICAL COLLEGE, KANYAKUMARI",GOVT,GOVT,0,MBBS,2017
3,640,3960,VIDHYA S J,F,80204169,BC,418,"KANYAKUMARI MEDICAL COLLEGE, KANYAKUMARI",GOVT,GOVT,0,MBBS,2017
4,660,154,LIBISHA R.,F,80158341,BC,416,"KANYAKUMARI MEDICAL COLLEGE, KANYAKUMARI",GOVT,GOVT,0,MBBS,2017
